pessoa_id;telefone_principal;telefone_secundario
6510;(81) 7279-8875;
6511;(11) 4098-5321;
6512;(12) 8768-9805;
6513;(24) 8525-5266;
6514;(16) 7345-3944;
6515;(84) 2224-4750;
6516;(84) 9601-8145;
6517;(67) 7472-7656;
6518;(62) 5516-7317;
6519;(19) 4450-6437;
6520;(16) 8273-6903;
6521;(16) 3580-6473;
6522;(31) 8586-8537;
6523;(12) 2995-8678;
6524;(21) 8733-9094;
6525;(51) 3730-5262;
6526;(51) 6104-4294;
6527;(67) 4992-9053;
6528;(91) 4590-5070;
6529;(86) 7358-9766;
6530;(81) 8006-2611;
6531;(98) 4462-3992;
6532;(27) 5780-7834;
6533;(14) 3932-8713;
6534;(61) 8380-8997;
6535;(24) 5458-9824;
6536;(98) 7712-8599;
6537;(87) 3688-9958;
6538;(65) 5490-8481;
6539;(51) 5667-2847;
6540;(11) 8786-8008;
6541;(21) 3101-3209;
6542;(37) 7616-5225;
6543;(48) 8361-5310;
6544;(81) 9876-6845;
6545;(16) 4507-8589;
6546;(12) 8202-4651;
6547;(81) 5781-5047;
6548;(19) 8216-3616;
6549;(84) 8781-6872;
6550;(62) 4863-8841;
6551;(16) 6998-7549;
6552;(71) 2662-6322;
6553;(11) 9643-6618;
6554;(33) 8209-6591;
6555;(21) 9549-3549;
6556;(62) 2214-9207;
6557;(13) 2073-8680;
6558;(11) 7277-7230;
6559;(16) 4374-8793;
6560;(21) 3058-9089;
6561;(19) 2862-4301;
6562;(91) 5187-7513;
6563;(31) 2819-3216;
6564;(83) 9850-3442;
6565;(51) 8224-8732;
6566;(24) 5566-5568;
6567;(71) 4942-9762;
6568;(12) 8395-8632;
6569;(91) 5367-5921;
6570;(33) 2927-5008;
6571;(71) 7334-7678;
6572;(31) 4351-5066;
6573;(98) 7809-6803;
6574;(61) 5404-3687;
6575;(47) 2355-8378;
6576;(85) 5111-4682;
6577;(12) 8300-2471;
6578;(11) 9794-5286;
6579;(73) 8658-6359;
6580;(41) 9321-2182;
6581;(21) 7448-3647;
6582;(11) 5903-8643;
6583;(11) 2347-8037;
6584;(19) 4290-6752;
6585;(21) 2868-6205;
6586;(11) 5542-6243;
6587;(21) 5868-8487;
6588;(21) 4601-3754;
6589;(31) 2515-2327;
6590;(61) 9982-8192;
6591;(34) 4432-4723;
6592;(11) 3939-9053;
6593;(91) 5372-2747;
6594;(11) 8922-9143;
6595;(92) 5210-2988;
6596;(38) 8953-3583;
6597;(63) 4951-8668;
6598;(61) 6489-5552;
6599;(38) 8157-2411;
6600;(61) 8982-4309;
6601;(16) 8603-4308;
6602;(81) 8031-5427;
6603;(11) 5745-5379;
6604;(44) 4020-6024;
6605;(31) 8219-4129;
6606;(12) 6731-8941;
6607;(12) 6295-6725;
6608;(11) 6762-8034;
6609;(11) 2283-9199;
6610;(21) 8747-5467;
6611;(62) 5917-9835;
6612;(27) 6889-7122;
6613;(53) 7529-6314;
6614;(11) 7194-3362;
6615;(11) 7615-9494;
6616;(45) 5924-8560;
6617;(11) 3022-8701;
6618;(11) 9801-8783;
6619;(11) 9215-5151;
6620;(75) 7296-7307;
6621;(31) 7944-5794;
6622;(13) 8902-4465;
6623;(61) 2549-3922;
6624;(66) 3737-3684;
6625;(11) 9148-2955;
6626;(62) 7972-9429;
6627;(51) 4052-3055;
6628;(98) 6175-9465;
6629;(16) 5332-4885;
6630;(34) 3976-9551;
6631;(47) 5608-8104;
6632;(37) 6945-6736;
6633;(11) 7601-8413;
6634;(31) 6620-6453;
6635;(37) 2538-6332;
6636;(12) 5547-7164;
6637;(75) 7268-9712;
6638;(11) 9682-9897;
6639;(11) 5348-3623;
6640;(84) 6607-4735;
6641;(34) 2418-2202;
6642;(41) 3704-2269;
6643;(48) 2385-2541;
6644;(13) 6396-3125;
6645;(11) 8784-9047;
6646;(41) 9798-6980;
6647;(54) 2260-5822;
6648;(82) 8275-7635;
6649;(12) 6199-9867;
6650;(91) 2978-6901;
6651;(61) 4458-3293;
6652;(55) 8493-7118;
6653;(31) 7472-5556;
6654;(21) 9457-2810;
6655;(98) 7782-5392;
6656;(16) 3443-9918;
6657;(18) 9803-9016;
6658;(67) 7958-5482;
6659;(62) 4003-2876;
6660;(71) 3557-3963;
6661;(91) 2578-5494;
6662;(67) 3138-2392;
6663;(48) 3895-6776;
6664;(62) 4888-5949;
6665;(11) 8736-6976;
6666;(45) 9820-3754;
6667;(54) 7628-3017;
6668;(21) 7818-9834;
6669;(51) 7845-8892;
6670;(19) 4162-8847;
6671;(61) 8382-5654;
6672;(12) 4940-5478;
6673;(21) 7035-4558;
6674;(14) 9476-4642;
6675;(37) 5318-9419;
6676;(11) 2772-6442;
6677;(45) 7509-8574;
6678;(31) 7836-3816;
6679;(48) 2578-6473;
6680;(34) 4091-7589;
6681;(21) 4390-9032;
6682;(33) 3243-7809;
6683;(85) 9254-5781;
6684;(13) 3663-4201;
6685;(37) 3577-8944;
6686;(18) 4765-5342;
6687;(11) 4975-4220;
6688;(21) 7563-4564;
6689;(11) 4152-8638;
6690;(71) 2163-5453;
6691;(69) 4799-9881;
6692;(82) 7171-9917;
6693;(21) 6169-5273;
6694;(19) 5586-8055;
6695;(21) 3132-5242;
6696;(81) 6642-3945;
6697;(32) 5694-5487;
6698;(12) 6245-6055;
6699;(24) 8311-7279;
6700;(13) 7835-2704;
6701;(61) 9564-9900;
6702;(51) 5138-9968;
6703;(51) 9497-5036;
6704;(54) 5554-2370;
6705;(67) 4938-9113;
6706;(81) 4803-4784;
6707;(43) 6589-5105;
6708;(65) 4148-3872;
6709;(11) 8179-3510;
6710;(11) 6929-6428;
6711;(11) 4666-2623;
6712;(44) 7475-5801;
6713;(67) 3678-8487;
6714;(11) 4370-2804;
6715;(91) 9331-4471;
6716;(43) 4541-5021;
6717;(84) 8400-5438;
6718;(11) 8117-3483;
6719;(45) 2106-3225;
6720;(65) 6846-5615;
6721;(33) 4802-6111;
6722;(48) 6518-7472;
6723;(51) 3550-5912;
6724;(11) 3746-2272;
6725;(18) 7948-4363;
6726;(31) 2841-8751;
6727;(55) 5836-5967;
6728;(92) 3021-7258;
6729;(24) 4624-7337;
6730;(65) 7271-7437;
6731;(64) 9843-9780;
6732;(31) 6366-2438;
6733;(21) 9919-9825;
6734;(31) 9255-8849;
6735;(61) 4375-9107;
6736;(84) 3635-7530;
6737;(63) 6651-8745;
6738;(44) 9815-2580;
6739;(61) 6855-2630;
6740;(61) 5127-9811;
6741;(96) 6044-9914;
6742;(51) 8832-4798;
6743;(19) 4181-7676;
6744;(11) 9543-4869;
6745;(51) 5641-5558;
6746;(62) 3915-2143;
6747;(51) 5410-2418;
6748;(48) 6266-8550;
6749;(19) 7173-4662;
6750;(19) 3660-5843;
6751;(21) 2463-4391;
6752;(84) 8608-9968;
6753;(21) 7750-8639;
6754;(19) 9566-3774;
6755;(71) 2601-9256;
6756;(19) 3836-2070;
6757;(32) 7702-9693;
6758;(27) 3358-2824;
6759;(27) 2348-8774;
6760;(11) 7168-3748;
6761;(55) 3157-7414;
6762;(61) 7044-4559;
6763;(21) 6087-3682;
6764;(71) 5853-9905;
6765;(27) 2444-8932;
6766;(31) 9078-5836;
6767;(85) 6934-5724;
6768;(88) 2139-3037;
6769;(82) 4546-8979;
6770;(71) 5324-6437;
6771;(62) 8635-8925;
6772;(27) 7411-8134;
6773;(11) 2127-7327;
6774;(61) 7146-2604;
6775;(28) 9692-7398;
6776;(64) 5930-3330;
6777;(22) 9380-3491;
6778;(19) 8736-8376;
6779;(81) 7808-2536;
6780;(12) 4215-3913;
6781;(12) 6301-8868;
6782;(21) 9510-8621;
6783;(61) 9267-5584;
6784;(27) 8187-9447;
6785;(41) 9022-3046;
6786;(12) 6691-3429;
6787;(27) 4728-7490;
6788;(65) 2915-6261;
6789;(15) 2180-3973;
6790;(73) 2529-3762;
6791;(81) 5746-9093;
6792;(19) 5907-9687;
6793;(81) 3524-4568;
6794;(21) 3492-4300;
6795;(19) 4744-4321;
6796;(27) 9554-7921;
6797;(11) 7684-4986;
6798;(98) 4587-4820;
6799;(12) 8465-2402;
6800;(47) 8939-5593;
6801;(41) 8026-7407;
6802;(31) 9522-7536;
6803;(62) 7008-9889;
6804;(19) 9093-3730;
6805;(65) 6713-6849;
6806;(15) 7962-5911;
6807;(64) 5169-6983;
6808;(16) 3089-2985;
6809;(75) 9248-8389;
6810;(66) 9322-2665;
6811;(11) 7818-4939;
6812;(42) 6669-5813;
6813;(41) 4763-2656;
6814;(11) 6944-9330;
6815;(21) 9655-6898;
6816;(11) 3293-7038;
6817;(84) 7266-8850;
6818;(48) 5431-8047;
6819;(91) 5962-7547;
6820;(62) 5692-5219;
6821;(48) 7768-2347;
6822;(16) 6777-4727;
6823;(32) 4401-6023;
6824;(12) 4023-7128;
6825;(81) 7397-7612;
6826;(91) 6824-5172;
6827;(34) 3622-4786;
6828;(27) 9930-6549;
6829;(15) 3823-3718;
6830;(15) 8556-7291;
6831;(27) 7998-8805;
6832;(37) 5197-9928;
6833;(32) 5307-5770;
6834;(21) 4071-9373;
6835;(98) 8945-8568;
6836;(63) 3587-7937;
6837;(81) 9502-2103;
6838;(21) 3268-3341;
6839;(24) 9081-5020;
6840;(92) 2673-7346;
6841;(47) 2397-2448;
6842;(19) 9649-7293;
6843;(21) 7781-2357;
6844;(15) 6593-2420;
6845;(92) 2990-8160;
6846;(55) 9976-7993;
6847;(62) 9128-8407;
6848;(21) 7528-4643;
6849;(11) 4899-5549;
6850;(31) 2529-6817;
6851;(11) 9891-4705;
6852;(62) 7174-6525;
6853;(24) 6851-8428;
6854;(45) 6769-9336;
6855;(61) 3830-6069;
6856;(55) 4006-9183;
6857;(34) 3109-2032;
6858;(67) 8075-4633;
6859;(49) 5045-9814;
6860;(11) 8140-2966;
6861;(62) 8028-2514;
6862;(85) 9139-4953;
6863;(11) 5455-2898;
6864;(84) 9917-7385;
6865;(27) 7952-2842;
6866;(67) 9137-9591;
6867;(61) 9411-9794;
6868;(12) 8051-8047;
6869;(21) 6697-9382;
6870;(98) 2103-8340;
6871;(21) 4898-9195;
6872;(11) 3984-5289;
6873;(98) 7077-9199;
6874;(24) 8216-7135;
6875;(14) 4277-9636;
6876;(81) 3531-3290;
6877;(21) 9689-9964;
6878;(81) 8741-5039;
6879;(51) 9447-4300;
6880;(11) 4583-7220;
6881;(24) 8710-5323;
6882;(84) 7152-3596;
6883;(35) 9486-3613;
6884;(12) 7390-4150;
6885;(11) 8303-6236;
6886;(11) 7205-7872;
6887;(11) 5318-9667;
6888;(48) 4531-7851;
6889;(11) 9171-7203;
6890;(44) 5217-5539;
6891;(64) 5775-2565;
6892;(31) 5043-7193;
6893;(83) 5841-7077;
6894;(82) 5759-7897;
6895;(93) 5218-4687;
6896;(11) 3486-4262;
6897;(62) 5943-3148;
6898;(31) 6619-4130;
6899;(11) 2329-4059;
6900;(11) 2493-6385;
6901;(91) 3940-8072;
6902;(21) 2910-5173;
6903;(34) 9733-7643;
6904;(48) 7470-9383;
6905;(15) 4784-8967;
6906;(51) 3691-8684;
6907;(11) 6509-9177;
6908;(41) 6870-3490;
6909;(53) 3653-3347;
6910;(71) 5214-7994;
6911;(21) 7493-7542;
6912;(65) 3352-9520;
6913;(27) 4051-3401;
6914;(11) 7546-6028;
6915;(27) 4784-9286;
6916;(62) 5494-5271;
6917;(17) 5548-5525;
6918;(19) 6325-8635;
6919;(63) 5880-6885;
6920;(43) 7611-3396;
6921;(11) 2386-5794;
6922;(92) 6406-4228;
6923;(27) 3528-8267;
6924;(31) 5028-2690;
6925;(21) 7714-4015;
6926;(11) 5447-6268;
6927;(91) 3999-7531;
6928;(11) 9391-9837;
6929;(17) 3800-9197;
6930;(62) 2053-4411;
6931;(31) 7998-7646;
6932;(55) 4629-4902;
6933;(47) 9193-5375;
6934;(84) 4878-9964;
6935;(24) 8790-4857;
6936;(43) 9182-7795;
6937;(62) 9306-6005;
6938;(81) 8522-8235;
6939;(12) 2686-2426;
6940;(71) 7474-4441;
6941;(48) 9514-7284;
6942;(31) 3189-9814;
6943;(11) 7832-2141;
6944;(81) 7851-9380;
6945;(19) 9173-7080;
6946;(11) 5744-5269;
6947;(11) 2017-6028;
6948;(24) 2743-8136;
6949;(87) 2952-5204;
6950;(24) 5363-8848;
6951;(24) 8095-5474;
6952;(12) 8747-4166;
6953;(86) 9602-9720;
6954;(19) 6823-4923;
6955;(31) 6839-4161;
6956;(47) 5911-2987;
6957;(11) 6481-7716;
6958;(11) 8570-8482;
6959;(14) 9495-4814;
6960;(11) 4015-4064;
6961;(12) 3604-8471;
6962;(33) 4178-4542;
6963;(34) 6981-3560;
6964;(54) 4972-9194;
6965;(19) 7866-3759;
6966;(24) 6327-4252;
6967;(11) 4990-6428;
6968;(31) 4687-2662;
6969;(47) 4893-7503;
6970;(47) 9621-5344;
6971;(45) 2541-9972;
6972;(85) 7939-4790;
6973;(11) 6197-3144;
6974;(11) 8883-2553;
6975;(51) 6249-7701;
6976;(85) 7165-4150;
6977;(85) 3598-3800;
6978;(82) 2632-6076;
6979;(62) 3320-3674;
6980;(15) 4192-6534;
6981;(41) 8268-9406;
6982;(65) 3714-3689;
6983;(91) 6681-6573;
6984;(22) 2957-3297;
6985;(81) 9432-6675;
6986;(12) 9659-3825;
6987;(91) 4200-2819;
6988;(65) 2388-8593;
6989;(62) 2582-6471;
6990;(19) 7761-9980;
6991;(11) 4105-6283;
6992;(91) 8370-8385;
6993;(19) 5397-4812;
6994;(11) 8611-2069;
6995;(65) 9972-9749;
6996;(43) 8095-6575;
6997;(33) 5884-8868;
6998;(43) 6915-3723;
6999;(91) 9280-2517;
7000;(51) 3568-2378;
7001;(61) 2166-9770;
7002;(11) 6565-3258;
7003;(43) 7879-4112;
7004;(11) 6023-3155;
7005;(81) 3160-4301;
7006;(11) 8066-2915;
7007;(31) 8048-4551;
7008;(31) 5434-8762;
7009;(61) 8323-5539;
7010;(53) 7457-2380;
7011;(21) 6515-8716;
7012;(11) 3220-8597;
7013;(21) 4635-7975;
7014;(16) 6526-2912;
7015;(19) 2496-7854;
7016;(71) 5116-5751;
7017;(27) 9210-5886;
7018;(51) 9876-4610;
7019;(31) 5080-4711;
7020;(16) 2749-7464;
7021;(19) 4727-2134;
7022;(27) 5058-7920;
7023;(11) 7025-2885;
7024;(11) 3606-8427;
7025;(17) 7701-8234;
7026;(53) 4768-7488;
7027;(98) 3837-6328;
7028;(21) 8823-2208;
7029;(11) 2599-8679;
7030;(91) 7603-2244;
7031;(11) 6882-3332;
7032;(41) 5132-7905;
7033;(71) 8329-9326;
7034;(17) 6411-7376;
7035;(21) 4419-9347;
7036;(11) 6792-7821;
7037;(64) 3045-7626;
7038;(11) 5144-9141;
7039;(21) 9366-7548;
7040;(21) 9432-4321;
7041;(11) 4736-7709;
7042;(12) 9802-7026;
7043;(41) 3484-4573;
7044;(38) 9817-6912;
7045;(51) 2469-7726;
7046;(85) 2717-2729;
7047;(62) 5874-4626;
7048;(31) 2902-4277;
7049;(11) 5359-3341;
7050;(14) 4759-7326;
7051;(81) 6750-2475;
7052;(85) 3044-5559;
7053;(65) 2019-9802;
7054;(51) 7284-7755;
7055;(31) 7045-3673;
7056;(12) 4097-3113;
7057;(11) 3833-9331;
7058;(21) 5880-7865;
7059;(11) 6714-7016;
7060;(11) 9596-5047;
7061;(11) 6527-6555;
7062;(31) 7162-7012;
7063;(31) 4796-7684;
7064;(27) 7188-5594;
7065;(45) 6742-7375;
7066;(15) 6884-8371;
7067;(84) 5049-9398;
7068;(96) 6482-3510;
7069;(83) 8314-2452;
7070;(82) 9548-2137;
7071;(67) 3140-2162;
7072;(71) 7746-2073;
7073;(15) 2749-4975;
7074;(91) 6991-5258;
7075;(11) 2137-9475;
7076;(61) 4728-7708;
7077;(16) 2225-4182;
7078;(84) 7075-5779;
7079;(47) 5372-2516;
7080;(62) 3509-9453;
7081;(14) 4026-8139;
7082;(61) 8441-6637;
7083;(19) 3042-8591;
7084;(11) 3100-8796;
7085;(35) 8982-2582;
7086;(75) 2915-6466;
7087;(83) 8983-3933;
7088;(69) 4114-5502;
7089;(61) 9698-6364;
7090;(86) 5223-7047;
7091;(65) 2637-4995;
7092;(61) 4306-5707;
7093;(51) 3625-5889;
7094;(86) 2986-3312;
7095;(14) 5215-9615;
7096;(54) 3310-2289;
7097;(11) 9506-8521;
7098;(19) 4345-2003;
7099;(51) 9242-7157;
7100;(27) 9425-3967;
7101;(61) 9260-2010;
7102;(41) 8476-2699;
7103;(17) 9979-5842;
7104;(51) 4493-8236;
7105;(11) 4050-7075;
7106;(21) 6055-6313;
7107;(32) 6153-7484;
7108;(12) 9189-7746;
7109;(11) 5899-3552;
7110;(73) 5607-4788;
7111;(71) 8603-8786;
7112;(34) 7463-4653;
7113;(51) 2196-9951;
7114;(21) 7478-9824;
7115;(34) 8497-6852;
7116;(81) 8448-3944;
7117;(67) 9995-9941;
7118;(31) 7859-8093;
7119;(18) 7088-5168;
7120;(16) 9467-3389;
7121;(65) 8962-8389;
7122;(82) 3205-3982;
7123;(11) 9386-6635;
7124;(47) 9043-7914;
7125;(86) 9460-3090;
7126;(71) 3312-5478;
7127;(27) 6415-6869;
7128;(81) 3418-2618;
7129;(11) 3504-2538;
7130;(87) 2478-7757;
7131;(37) 3803-3326;
7132;(34) 9290-4445;
7133;(11) 5558-3825;
7134;(19) 4319-3647;
7135;(45) 6324-7085;
7136;(81) 2896-2036;
7137;(11) 9139-9168;
7138;(33) 4945-8085;
7139;(41) 6065-4203;
7140;(27) 3735-5287;
7141;(84) 7697-9115;
7142;(31) 7738-5062;
7143;(34) 9139-8164;
7144;(63) 5669-4383;
7145;(14) 2567-3748;
7146;(21) 7567-2785;
7147;(11) 3873-4766;
7148;(62) 2436-3549;
7149;(11) 6995-5355;
7150;(67) 6803-2592;
7151;(31) 2662-3994;
7152;(71) 6894-4113;
7153;(11) 5675-2537;
7154;(11) 2572-2739;
7155;(69) 2930-6457;
7156;(31) 7777-5968;
7157;(17) 9296-5272;
7158;(27) 8414-7445;
7159;(31) 8184-8426;
7160;(11) 6165-9029;
7161;(11) 9818-3691;
7162;(11) 7336-2431;
7163;(98) 4949-8383;
7164;(19) 2693-6031;
7165;(41) 5585-9974;
7166;(21) 6453-9426;
7167;(51) 5192-7106;
7168;(31) 5771-4846;
7169;(11) 5371-3464;
7170;(81) 6799-8681;
7171;(51) 4916-4650;
7172;(47) 8679-8220;
7173;(51) 3285-6747;
7174;(33) 9748-8730;
7175;(81) 7960-7942;
7176;(91) 5990-6180;
7177;(41) 5483-2978;
7178;(34) 6048-5817;
7179;(27) 4977-2026;
7180;(21) 8721-6929;
7181;(87) 5544-9370;
7182;(11) 8797-9102;
7183;(11) 7370-2668;
7184;(99) 8216-3679;
7185;(85) 2936-9920;
7186;(31) 9665-2333;
7187;(81) 5490-2834;
7188;(21) 7459-2500;
7189;(91) 7629-3574;
7190;(65) 3152-2564;
7191;(73) 4775-9519;
7192;(21) 6729-5204;
7193;(31) 9086-2751;
7194;(38) 3807-2767;
7195;(18) 3056-5281;
7196;(12) 9799-7623;
7197;(82) 5365-8212;
7198;(21) 4779-6509;
7199;(11) 6474-8845;
7200;(15) 4942-7761;
7201;(21) 7039-7059;
7202;(21) 6433-2310;
7203;(21) 8738-7134;
7204;(31) 6533-3222;
7205;(14) 3111-3118;
7206;(11) 9144-7885;
7207;(21) 6915-5795;
7208;(42) 9790-3348;
7209;(61) 6614-7179;
7210;(31) 8335-2966;
7211;(81) 4732-9279;
7212;(14) 6879-8993;
7213;(35) 8981-4853;
7214;(21) 9452-6023;
7215;(84) 2534-3914;
7216;(11) 2735-6997;
7217;(11) 9113-7400;
7218;(16) 4960-2059;
7219;(14) 6063-4101;
7220;(92) 4981-3812;
7221;(11) 5574-7748;
7222;(62) 2987-8256;
7223;(51) 4336-8907;
7224;(11) 6819-2255;
7225;(71) 3370-7853;
7226;(19) 6701-2095;
7227;(21) 6616-7900;
7228;(31) 6847-2710;
7229;(81) 2134-8321;
7230;(48) 4305-3964;
7231;(85) 9243-7744;
7232;(81) 4692-2551;
7233;(79) 5249-8398;
7234;(71) 4843-4744;
7235;(15) 5270-9765;
7236;(83) 2869-5260;
7237;(31) 8032-7687;
7238;(42) 9689-6672;
7239;(11) 4094-8202;
7240;(11) 4252-4412;
7241;(11) 9584-8356;
7242;(37) 3684-4952;
7243;(81) 8690-8640;
7244;(37) 5087-5510;
7245;(11) 6662-6995;
7246;(35) 9586-4544;
7247;(37) 3587-6893;
7248;(11) 5679-4248;
7249;(69) 9402-3617;
7250;(11) 6935-9070;
7251;(31) 8746-3228;
7252;(11) 6544-9225;
7253;(75) 3426-9175;
7254;(11) 7336-4593;
7255;(11) 7756-8377;
7256;(31) 2282-2472;
7257;(24) 7080-5548;
7258;(11) 2632-6426;
7259;(14) 3245-3463;
7260;(11) 8865-9411;
7261;(21) 6669-3563;
7262;(51) 4774-9322;
7263;(11) 8862-4421;
7264;(27) 7259-3068;
7265;(55) 6592-6863;
7266;(48) 5835-5192;
7267;(31) 4990-7321;
7268;(44) 5757-6582;
7269;(62) 7937-9138;
7270;(12) 2658-8358;
7271;(41) 4859-4623;
7272;(11) 8468-6130;
7273;(91) 9369-9846;
7274;(31) 7261-4759;
7275;(22) 7949-6124;
7276;(19) 7045-7482;
7277;(24) 8299-3120;
7278;(11) 2404-8615;
7279;(81) 5746-2299;
7280;(62) 7159-7323;
7281;(19) 2692-2353;
7282;(84) 6573-2013;
7283;(11) 3724-9552;
7284;(34) 6783-8494;
7285;(51) 7340-8109;
7286;(71) 2499-5379;
7287;(31) 7040-3282;
7288;(71) 8569-9036;
7289;(82) 4849-4353;
7290;(13) 3844-5644;
7291;(61) 4125-9373;
7292;(21) 5358-9782;
7293;(21) 2053-9059;
7294;(61) 6761-8711;
7295;(12) 5347-6911;
7296;(61) 4176-4232;
7297;(85) 5843-6404;
7298;(16) 2753-7900;
7299;(54) 9186-8865;
7300;(21) 9820-8766;
7301;(54) 9928-8894;
7302;(17) 9812-8247;
7303;(27) 2865-5256;
7304;(81) 6753-4690;
7305;(11) 3149-5515;
7306;(15) 8102-6579;
7307;(62) 9893-6207;
7308;(21) 2122-3791;
7309;(83) 4578-2690;
7310;(41) 7427-8541;
7311;(61) 4549-5882;
7312;(19) 7689-9430;
7313;(62) 2227-6815;
7314;(16) 3267-6477;
7315;(27) 4730-9702;
7316;(24) 6861-3324;
7317;(11) 2150-6046;
7318;(83) 2746-2332;
7319;(21) 4431-9396;
7320;(84) 3328-6961;
7321;(11) 7932-5139;
7322;(66) 5138-6033;
7323;(11) 8713-6035;
7324;(11) 8460-2861;
7325;(49) 3950-3849;
7326;(83) 4048-4605;
7327;(85) 2142-6536;
7328;(27) 2240-3397;
7329;(21) 8189-9338;
7330;(71) 3388-7307;
7331;(41) 6514-8473;
7332;(11) 2826-6993;
7333;(11) 5000-3540;
7334;(61) 2002-3435;
7335;(21) 5622-9484;
7336;(83) 2537-9849;
7337;(54) 4924-2195;
7338;(11) 8307-2197;
7339;(45) 5819-5430;
7340;(22) 4288-8591;
7341;(21) 9825-2009;
7342;(21) 5026-6220;
7343;(21) 8983-3972;
7344;(19) 7535-9385;
7345;(87) 8592-4355;
7346;(61) 8649-2901;
7347;(61) 8569-9746;
7348;(71) 8328-5033;
7349;(63) 8751-3242;
7350;(71) 2245-6845;
7351;(11) 9635-6959;
7352;(11) 7286-2294;
7353;(44) 4814-2577;
7354;(11) 5797-9067;
7355;(61) 7636-3053;
7356;(62) 2182-2761;
7357;(61) 4594-5180;
7358;(11) 7292-6461;
7359;(43) 4965-6914;
7360;(19) 9376-6425;
7361;(37) 2785-4641;
7362;(31) 6999-9802;
7363;(11) 9643-3415;
7364;(43) 6721-3552;
7365;(79) 6450-5344;
7366;(11) 7211-7260;
7367;(11) 9061-5327;
7368;(12) 8588-8578;
7369;(19) 7664-4639;
7370;(11) 4670-7103;
7371;(19) 3113-3526;
7372;(31) 7505-5880;
7373;(11) 2466-5813;
7374;(83) 8766-5933;
7375;(11) 9215-5673;
7376;(15) 4005-7362;
7377;(75) 9912-8426;
7378;(65) 4764-8051;
7379;(67) 6732-3995;
7380;(11) 7292-4122;
7381;(31) 4324-3500;
7382;(63) 5267-3286;
7383;(62) 6028-8509;
7384;(55) 7092-5618;
7385;(61) 6023-5280;
7386;(55) 7966-6832;
7387;(48) 4157-7078;
7388;(11) 6898-7679;
7389;(14) 4398-5895;
7390;(11) 2153-9029;
7391;(81) 4074-2221;
7392;(11) 7144-3357;
7393;(92) 2592-7059;
7394;(11) 6327-9386;
7395;(81) 6287-4650;
7396;(71) 4801-9238;
7397;(94) 2253-2576;
7398;(61) 4385-7399;
7399;(19) 6957-4072;
7400;(21) 7245-9109;
7401;(12) 2258-3921;
7402;(82) 6145-7981;
7403;(61) 9709-4604;
7404;(28) 9691-9305;
7405;(92) 2107-3206;
7406;(51) 5566-8634;
7407;(51) 4091-7253;
7408;(85) 7821-9099;
7409;(83) 4242-8548;
7410;(38) 9513-2614;
7411;(47) 9924-7267;
7412;(81) 9226-8304;
7413;(11) 7802-6684;
7414;(71) 9057-7696;
7415;(42) 2962-6111;
7416;(71) 2564-3621;
7417;(11) 7320-5098;
7418;(31) 3260-2764;
7419;(11) 7713-6911;
7420;(83) 7761-9241;
7421;(51) 5809-5336;
7422;(27) 9391-4700;
7423;(21) 6731-7800;
7424;(19) 4053-8515;
7425;(91) 2474-6045;
7426;(42) 3050-3867;
7427;(55) 3365-9339;
7428;(42) 8565-7561;
7429;(85) 3442-8885;
7430;(41) 8758-3550;
7431;(41) 2231-9217;
7432;(95) 8267-5226;
7433;(21) 6525-8038;
7434;(21) 7275-9196;
7435;(81) 6851-2165;
7436;(14) 3750-4639;
7437;(41) 2236-5694;
7438;(55) 5679-3073;
7439;(11) 2239-4519;
7440;(61) 6376-8801;
7441;(62) 5348-6677;
7442;(42) 2703-3138;
7443;(11) 5184-9667;
7444;(51) 3564-2218;
7445;(11) 2829-3325;
7446;(18) 8272-8455;
7447;(71) 9690-9266;
7448;(11) 5997-2367;
7449;(81) 4454-4827;
7450;(11) 6893-2513;
7451;(21) 7630-8627;
7452;(64) 6404-5518;
7453;(31) 2908-8612;
7454;(18) 8496-5822;
7455;(85) 4498-7426;
7456;(81) 3842-8720;
7457;(17) 3511-2609;
7458;(12) 3483-4968;
7459;(71) 5163-5098;
7460;(61) 7078-3507;
7461;(63) 6107-9227;
7462;(47) 6940-5289;
7463;(19) 7787-4466;
7464;(28) 4468-8634;
7465;(11) 4974-8451;
7466;(86) 5556-3593;
7467;(85) 2518-6084;
7468;(48) 5586-8226;
7469;(12) 9523-6634;
7470;(11) 2449-9492;
7471;(31) 8111-8024;
7472;(27) 7449-4700;
7473;(15) 4611-6231;
7474;(24) 4875-9065;
7475;(75) 5073-9488;
7476;(49) 8153-6196;
7477;(33) 6215-4299;
7478;(45) 5468-5820;
7479;(61) 7603-4081;
7480;(22) 2030-8571;
7481;(19) 2223-3657;
7482;(48) 6502-9399;
7483;(81) 5123-3396;
7484;(19) 4483-5009;
7485;(31) 9070-6525;
7486;(11) 6677-9590;
7487;(21) 8951-9568;
7488;(85) 2858-7126;
7489;(21) 4266-3119;
7490;(11) 2144-5688;
7491;(16) 9314-9136;
7492;(41) 3110-8850;
7493;(98) 7321-9682;
7494;(12) 4028-2670;
7495;(15) 7547-3131;
7496;(12) 9335-9515;
7497;(15) 2885-3222;
7498;(19) 4639-3581;
7499;(34) 9799-6717;
7500;(11) 3913-9130;
7501;(85) 4699-2572;
7502;(31) 5827-5476;
7503;(62) 8530-2627;
7504;(31) 9884-8544;
7505;(19) 6928-6044;
7506;(31) 6764-6595;
7507;(34) 6060-6071;
